FRN,471 Application Number,BEN,Applicant Name,Type of Connections,Number of Lines,Download Speed
2589972,952714,12443,ST MATTHIAS SCHOOL,Dial-up,1,0.056
2589976,952717,130282,MSD LAWRENCE TOWNSHIP,Fiber optic/OC-x,1,1000
2589977,952714,12443,ST MATTHIAS SCHOOL,Fiber optic/OC-x,1,10.5
2589999,952748,130723,SOUTH VERMILLION SCHOOL DIST,Fiber optic/OC-x,1,125
2590000,952748,130723,SOUTH VERMILLION SCHOOL DIST,Fiber optic/OC-x,3,100
2590008,952722,8993,ASSUMPTION REGIONAL SCHOOL,Cable,1,22
2590011,952749,132007,HAMPTON-DUMONT COMM SCH DIST,Fiber optic/OC-x,1,1000
2590027,952768,130379,WA-NEE COMMUNITY SCHOOL DIST,Fiber optic/OC-x,1,100
2590042,952770,134718,GARDINER SCHOOL DISTRICT 7 & 4,Cellular Wireless,5,3
2590044,952770,134718,GARDINER SCHOOL DISTRICT 7 & 4,Fiber optic/OC-x,1,50
2590048,952751,138675,SOUTH SIOUX CITY SCHOOL DIST,Fiber optic/OC-x,1,100
2590051,952751,138675,SOUTH SIOUX CITY SCHOOL DIST,Fiber optic/OC-x,1,50
2590052,952751,138675,SOUTH SIOUX CITY SCHOOL DIST,DSL,1,3
2590058,952752,145260,MORTON SCHOOL DISTRICT NO 214,Fiber optic/OC-x,1,1020
2590066,952754,89301,ST ANNE CATHOLIC ELEM SCHOOL-COMBALL,Cable,1,10.05
2590078,952774,8757,JOHN PAUL II REGIONAL SCHOOL,Cable,1,35
2590080,952777,134923,CHOTEAU SCHOOL DISTRICT 1,Fiber optic/OC-x,1,50
2590083,952777,134923,CHOTEAU SCHOOL DISTRICT 1,Cellular Wireless,4,2
2590086,952776,89054,ST ANNE SCHOOL-HOUSTON,Fiber optic/OC-x,1,20
2590099,952749,132007,HAMPTON-DUMONT COMM SCH DIST,Fiber optic/OC-x,1,1000
2590106,952749,132007,HAMPTON-DUMONT COMM SCH DIST,DSL,1,1
2590127,952753,10517,ST SIMON STOCK SCHOOL,Cellular Wireless,1,500
2590128,952753,10517,ST SIMON STOCK SCHOOL,Cable,1,101
2590128,952753,10517,ST SIMON STOCK SCHOOL,DSL,1,15
2590290,952868,135114,ARLEE SCHOOL DISTRICT JT 8,Fiber optic/OC-x,1,50
2590295,952868,135114,ARLEE SCHOOL DISTRICT JT 8,Cellular Wireless,11,2
2590324,952896,67621,DEERFIELD ELEMENTARY SCHOOL,Cellular Wireless,1,1
2590368,952897,67173,AYERS SCHOOL,DSL,1,5
2590371,952899,67614,SPRING CREEK COLONY SCHOOL,Non-Cellular Wireless (e.g.microwave),1,2
2590378,940859,16054870,REGIONAL SCHOOL UNIT 10 WESTERN FOOTHILLS SCHOOL DISTRICT,Non-Cellular Wireless (e.g.microwave),5,100
2590393,952950,130178,ALEXANDRIA COMM SCHOOL CORP,Fiber optic/OC-x,1,50
2590427,952988,130619,JAY SCHOOL CORPORATION,Fiber optic/OC-x,1,400
2590429,952988,130619,JAY SCHOOL CORPORATION,Fiber optic/OC-x,1,100
2590430,952988,130619,JAY SCHOOL CORPORATION,Fiber optic/OC-x,1,100
2590470,940859,16054870,REGIONAL SCHOOL UNIT 10 WESTERN FOOTHILLS SCHOOL DISTRICT,Cable,7,100
2590475,940859,16054870,REGIONAL SCHOOL UNIT 10 WESTERN FOOTHILLS SCHOOL DISTRICT,T1/DS-1,1,1.5
2590479,950154,141162,JUNCTION INDEP SCHOOL DISTRICT,Cable,450,15
2590479,950154,141162,JUNCTION INDEP SCHOOL DISTRICT,Fiber optic/OC-x,450,15
2590482,939895,145335,WINLOCK SCHOOL DISTRICT 232,Fiber optic/OC-x,1,1020
2590485,953014,134753,PARK CITY SCHOOL DISTRICT 5,Cable,1,30
2590486,953015,130567,S W JEFFERSON CO SCH CORP,Fiber optic/OC-x,1,100
2590488,953014,134753,PARK CITY SCHOOL DISTRICT 5,Cellular Wireless,4,2
2590498,953034,134967,ROY SCHOOL DISTRICT 74,Fiber optic/OC-x,1,100
2590521,952903,133730,LA CRESCENT-HOKAH SCH DIST 300,Fiber optic/OC-x,1,100
2590540,953026,95334,NORMATIVE SERVICES,T1/DS-1,3,1.5
2590541,953026,95334,NORMATIVE SERVICES,T1/DS-1,10,1.5
2590542,953026,95334,NORMATIVE SERVICES,T3/DS-3,2,45
2590548,953019,16073028,MOMENTUM ACADEMY,Cable,1,100
2590560,953021,135530,SUMMIT HILL SCHOOL DIST 161,Cable,4,50
2590562,953021,135530,SUMMIT HILL SCHOOL DIST 161,Cellular Wireless,7,1
2590562,953021,135530,SUMMIT HILL SCHOOL DIST 161,Cellular Wireless,2,12
2590564,953021,135530,SUMMIT HILL SCHOOL DIST 161,Cable,3,50
2590573,953026,95334,NORMATIVE SERVICES,T1/DS-1,10,1.5
2590580,953026,95334,NORMATIVE SERVICES,Cellular Wireless,31,6
2590593,953053,16073027,TIPTON ACADEMY,Cable,1,100
2590618,942426,140190,SHADY GROVE SCHOOL DISTRICT 26,T1/DS-1,1,1.5
2590619,953045,133744,RUSHFORD-PETERSON SCH DIST 239,Fiber optic/OC-x,1,100
2590623,953024,125131,WHITESVILLE PUBLIC LIBRARY,DSL,1,8
2590627,946525,61335,NORTHWEST LUTHERAN SCHOOL ASSN,Cable,10,15
2590628,937373,121657,SCHOOL ADMIN DISTRICT 29,Fiber optic/OC-x,1,100
2590642,953058,146304,South St. Landry Community Library,DSL,1,10
2590654,947763,61436,ST CATHERINE'S HIGH SCHOOL,Cable,13,15
2590656,949370,68523,ARIE CROWN HEBREW DAY SCHOOL,T1/DS-1,10,1.5
2590657,949370,68523,ARIE CROWN HEBREW DAY SCHOOL,Cable,10,16
2590698,953073,130663,WASHINGTON COMM SCHOOLS INC,Fiber optic/OC-x,1,150
2590699,953073,130663,WASHINGTON COMM SCHOOLS INC,Fiber optic/OC-x,3,1024
2590702,953073,130663,WASHINGTON COMM SCHOOLS INC,Fiber optic/OC-x,1,1024
2590704,953073,130663,WASHINGTON COMM SCHOOLS INC,Fiber optic/OC-x,1,1024
2590710,953061,133784,MADELIA SCHOOL DISTRICT 837,Fiber optic/OC-x,1,100
2590724,953126,134953,JUDITH GAP SCHOOL DIST 21-J,DSL,1,100
2590762,953091,224199,FREMONT PUBLIC LIBRARY,Fiber optic/OC-x,1,6
2590765,953092,130711,OWENSVILLE CARNEGIE LIBRARY,Fiber optic/OC-x,1,10
2590766,953093,130627,UNION CITY PUBLIC LIBRARY,Fiber optic/OC-x,1,3
2590769,953095,130602,UNION COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,1,7
2590771,953096,130506,WABASH CARNEGIE PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2590772,953100,130629,WINCHESTER COMMUNITY LIBRARY,Fiber optic/OC-x,1,3
2590786,953133,132087,HUMBOLDT COMM SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2590793,953126,134953,JUDITH GAP SCHOOL DIST 21-J,Cellular Wireless,1,2
2590811,953172,130614,MONROE CENTRAL SCHOOL CORP,Fiber optic/OC-x,1,100
2590859,953161,129748,LOUDONVILLE-PERRYSVLE SCH DIST,Fiber optic/OC-x,2,100
2590861,951639,130651,BROWN COUNTY SCHOOL CORP,Fiber optic/OC-x,1,1000
2590863,953260,134783,ELYSIAN SCHOOL DISTRICT 23,Non-Cellular Wireless (e.g.microwave),1,30
2590865,951639,130651,BROWN COUNTY SCHOOL CORP,Fiber optic/OC-x,3,1000
2590886,952224,131180,ALVAH N BELDING MEMORIAL LIBRARY,Cable,1,100
2590893,953254,122299,SOUTH WINDSOR PUBLIC SCHOOLS,T1/DS-1,8,1.5
2590897,944047,141839,HART INDEP SCHOOL DISTRICT,T1/DS-1,4,1.5
2590907,953036,112329,DUNSMUIR ELEMENTARY SCHOOL,Non-Cellular Wireless (e.g.microwave),1,200
2590989,953274,127377,MADISON COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,500
2590992,953176,129965,GREENE COUNTY PUBLIC LIBRARY,Fiber optic/OC-x,8,100
2591009,946575,133070,MARKESAN SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2591017,953307,141245,GOODRICH INDEP SCHOOL DISTRICT,Fiber optic/OC-x,1,50
2591032,953290,125899,TRI VALLEY SCHOOL DISTRICT,Cellular Wireless,1,4
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Cable,1,5
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Cable,2,6
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Cable,11,10
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Cable,7,15
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Fiber optic/OC-x,8,100
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Fiber optic/OC-x,2,1000
2591049,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Fiber optic/OC-x,1,2000
2591050,953327,126423,FAIRFAX COUNTY PUBLIC SCHOOLS,Fiber optic/OC-x,1,1000
2591069,953304,139256,JEFFERSON DAVIS PARISH LIBRARY,Satellite,1,4
2591115,953396,60554,ST LAWRENCE SEMINARY HIGH SCH,Cellular Wireless,17,7
2591116,953396,60554,ST LAWRENCE SEMINARY HIGH SCH,Cable,1,40
2591122,953396,60554,ST LAWRENCE SEMINARY HIGH SCH,Cellular Wireless,4,7
2591132,940420,137989,LINCOLN CARNEGIE LIBRARY,DSL,1,6
2591147,953392,131725,ESCANABA AREA SCHOOL DIST,Fiber optic/OC-x,1,100
2591156,948701,130234,NORTHWESTERN CONS SCHOOL CORP,Cellular Wireless,25,1
2591159,953336,142102,PRESIDIO INDEP SCHOOL DISTRICT,DSL,1,100
2591161,948701,130234,NORTHWESTERN CONS SCHOOL CORP,Cable,2,200
2591166,953416,115882,CONCORDIA LUTHERAN SCHOOL,Cellular Wireless,3,8
2591169,953416,115882,CONCORDIA LUTHERAN SCHOOL,Cable,6,30
2591201,953420,60554,ST LAWRENCE SEMINARY HIGH SCH,Cellular Wireless,4,6
2591208,952140,139987,WAUKOMIS INDEP SCH DISTRICT 1,Fiber optic/OC-x,1,100
2591212,953420,60554,ST LAWRENCE SEMINARY HIGH SCH,Cellular Wireless,19,8
2591218,941291,127374,CLARKE COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2591228,953420,60554,ST LAWRENCE SEMINARY HIGH SCH,Cable,150,80
2591236,952140,139987,WAUKOMIS INDEP SCH DISTRICT 1,Cellular Wireless,9,3000
2591238,940463,214836,LURAY CITY LIBRARY,DSL,1,1
2591240,953387,131277,KALAMAZOO REGIONAL EDUCATIONAL SERVICE AGENCY,Fiber optic/OC-x,1,300
2591245,953331,130995,LAKE ORION COMM SCHOOL DIST,Cellular Wireless,1,10
2591278,953331,130995,LAKE ORION COMM SCHOOL DIST,Cellular Wireless,43,5
2591305,945254,130180,FRANKTON-LAPEL COMM SCHOOLS,Cellular Wireless,17,8
2591307,941201,16048446,ARISE ACADEMY,Fiber optic/OC-x,1,100
2591327,953437,159113,ACADEMIA MENONITA BETANIA,Cable,1,20
2591340,941418,103285,LUTHERAN HIGH SCHOOL- LA VERNE,T1/DS-1,1,1.5
2591347,953444,74218,IMMANUEL LUTHERAN SCHOOL,Cable,8,60
2591356,953446,16074743,BRICOLAGE ACADEMY,Cable,1,50
2591357,953436,140430,MARYETTA SCHOOL DISTRICT 22,Cellular Wireless,3,2000
2591359,943194,139419,BLEVINS SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2591373,938529,16071380,MISSION ACHIEVEMENT AND SUCCESS CHARTER SCHOOL,Cable,1,30
2591374,948932,142601,LARSEN-SANT PUBLIC LIBRARY,Fiber optic/OC-x,1,9.73
2591386,953483,16051330,BLESSED SAVIOR CATHOLIC SCHOOL,Cellular Wireless,6,8
2591392,953483,16051330,BLESSED SAVIOR CATHOLIC SCHOOL,DSL,1,8
2591400,953486,132668,WAPELLO COMMUNITY SCHOOL DIST,DSL,1,12
2591400,953486,132668,WAPELLO COMMUNITY SCHOOL DIST,Non-Cellular Wireless (e.g.microwave),1,3
2591404,953519,64078,EMANUEL LUTHERAN SCHOOL,Fiber optic/OC-x,1,5
2591406,939956,122294,SIMSBURY SCHOOL DISTRICT,Cellular Wireless,12,2
2591409,953485,145371,WASHOUGAL SCHOOL DIST 112-6,Fiber optic/OC-x,1,1000
2591413,953486,132668,WAPELLO COMMUNITY SCHOOL DIST,Fiber optic/OC-x,1,40
2591457,953512,51520,BISHOP CHATARD HIGH SCHOOL,Fiber optic/OC-x,1,50
2591464,953532,35993,TRINITY LUTHERAN SCHOOL,Cable,17,14
2591467,953532,35993,TRINITY LUTHERAN SCHOOL,Cable,1,18
2591483,953436,140430,MARYETTA SCHOOL DISTRICT 22,Cellular Wireless,1,4000
2591485,953512,51520,BISHOP CHATARD HIGH SCHOOL,Cellular Wireless,3,7
2591489,939956,122294,SIMSBURY SCHOOL DISTRICT,Fiber optic/OC-x,8,1
2591492,939956,122294,SIMSBURY SCHOOL DISTRICT,T1/DS-1,1,1.5
2591501,943681,139371,HAMBURG PUBLIC SCHOOL DISTRICT,Cellular Wireless,2,5
2591512,953436,140430,MARYETTA SCHOOL DISTRICT 22,Fiber optic/OC-x,1,100
2591535,953472,131185,EATON COUNTY INTERMEDIATE S D,Cellular Wireless,43,10
2591555,953537,141309,WHARTON INDEP SCHOOL DISTRICT,Fiber optic/OC-x,1,30
2591556,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Fiber optic/OC-x,1,20
2591556,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Fiber optic/OC-x,15,100
2591556,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Fiber optic/OC-x,6,200
2591556,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Fiber optic/OC-x,2,1024
2591557,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Cable,2,15
2591559,953561,139836,PUTNAM CITY INDEP SCH DIST 1,Fiber optic/OC-x,1,1024
2591601,951234,133254,WISCONSIN RAPIDS SCH DISTRICT,Fiber optic/OC-x,13,300
2591611,953537,141309,WHARTON INDEP SCHOOL DISTRICT,T1/DS-1,1,1.5
2591623,953513,127682,DIOCESE OF ORLANDO CATHOLIC SCHOOLS CONSORTIUM,Cable,1,2.75
2591650,953572,136649,BALL-CHATHAM SCHOOL DISTRICT 5,DSL,6,100
2591654,953572,136649,BALL-CHATHAM SCHOOL DISTRICT 5,T1/DS-1,1,1.5
2591659,953572,136649,BALL-CHATHAM SCHOOL DISTRICT 5,DSL,6,100
2591666,944433,137864,HARPER PUBLIC LIBRARY,DSL,1,1
2591668,953527,141114,WESTPHALIA INDEP SCHOOL DIST,Non-Cellular Wireless (e.g.microwave),1,25
2591672,953593,16049192,DAYTON TECHNOLOGY DESIGN HIGH SCHOOL,Fiber optic/OC-x,1,10
2591675,953597,130680,LOOGOOTEE COMM SCHOOL CORP,Fiber optic/OC-x,1,7
2591679,953593,16049192,DAYTON TECHNOLOGY DESIGN HIGH SCHOOL,T1/DS-1,1,1.5
2591686,949631,137950,PARSONS UNIFIED SCH DIST 503,Fiber optic/OC-x,6,100
2591686,949631,137950,PARSONS UNIFIED SCH DIST 503,Fiber optic/OC-x,1,600
2591705,953319,133181,STURGEON BAY SCHOOL DISTRICT,Fiber optic/OC-x,1,100
2591706,943354,140807,HEMPHILL INDEP SCHOOL DISTRICT,Fiber optic/OC-x,1,50
2591710,953597,130680,LOOGOOTEE COMM SCHOOL CORP,Cellular Wireless,1,5
2591730,944439,137859,KIOWA COUNTY LIBRARY GREENSBURG BRANCH,DSL,1,8
2591731,944439,137859,KIOWA COUNTY LIBRARY GREENSBURG BRANCH,DSL,1,8
2591755,953483,16051330,BLESSED SAVIOR CATHOLIC SCHOOL,DSL,5,5
2591771,953607,16073014,GLENOAKS THERAPEUTIC DAY SCHOOL NORTH CAMPUS,DSL,4,100
2591780,941425,105761,MATER DEI HIGH SCHOOL,Cellular Wireless,38,8
2591783,941425,105761,MATER DEI HIGH SCHOOL,Fiber optic/OC-x,1,40
2591808,953624,75862,ST MARTIN ELEMENTARY SCHOOL,DSL,1,10
2591821,941892,6430,TRINITY CATHOLIC HIGH SCHOOL,Cellular Wireless,2,8
2591834,941892,6430,TRINITY CATHOLIC HIGH SCHOOL,Cable,1,100
2591855,953643,16067400,YESHIVA KTANA OF WATERBURY,Cable,1,27
2591866,941212,73277,LUTHERAN HIGH SCHOOL,Cable,1,12
2591869,953644,74178,ST FRANCIS OF ASSISI SCHOOL,Cable,1,20
2591871,953644,74178,ST FRANCIS OF ASSISI SCHOOL,Cable,1,5
2591920,953647,16075380,HOPE ACADEMY,Cellular Wireless,300,8
2591925,953647,16075380,HOPE ACADEMY,Cable,1,5
2591932,953669,74469,ST JOSEPH SCHOOL,Cellular Wireless,1,6
2591935,953669,74469,ST JOSEPH SCHOOL,DSL,2,10
2591958,953653,135881,PECATONICA C U SCH DIST 321,Cable,1538,50
2591975,953672,145371,WASHOUGAL SCHOOL DIST 112-6,Fiber optic/OC-x,4,1000
2591976,953672,145371,WASHOUGAL SCHOOL DIST 112-6,Cable,1,25
2591992,953663,130327,VALPARAISO COMMUNITY SCHOOLS,Fiber optic/OC-x,1,750
2591996,953664,144466,LAKEPORT UNIF SCHOOL DISTRICT,T1/DS-1,1,1.5
2592011,953667,180665,ST ANTHONY OF PADUA SCHOOL,T1/DS-1,6,1.5
2592059,953689,89061,ST CATHERINE MONTESSORI SCHOOL,T1/DS-1,1,1.5
2592088,953689,89061,ST CATHERINE MONTESSORI SCHOOL,DSL,1,1.25
2592107,953168,126458,WARREN COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2592108,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,DSL,1,6
2592109,953168,126458,WARREN COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,1000
2592110,953168,126458,WARREN COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,250
2592111,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,T1/DS-1,2,1.5
2592113,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,DSL,5,9
2592114,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,T1/DS-1,2,1.5
2592115,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,T1/DS-1,2,1.5
2592116,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,T1/DS-1,1,1.5
2592117,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,Fiber optic/OC-x,15,1000
2592118,953708,159986,CNMI PUBLIC SCHOOLS  SAIPAN PUBLIC SCHOOLS,DSL,1,10
2592123,953713,88589,ST CECILIA SCHOOL,T3/DS-3,1,45
2592175,953716,11554,YESHIVA CH'SAN SOFER,DSL,1,1.5
2592176,953716,11554,YESHIVA CH'SAN SOFER,Cellular Wireless,15,3
2592178,953716,11554,YESHIVA CH'SAN SOFER,Cellular Wireless,20,3
2592179,953716,11554,YESHIVA CH'SAN SOFER,Fiber optic/OC-x,20,5
2592239,953848,47244,ST MARY CENTRAL SCHOOL,Fiber optic/OC-x,1,10
2592243,953856,133521,FARIBAULT SCHOOL DISTRICT 0656,Fiber optic/OC-x,8,100
2592244,953856,133521,FARIBAULT SCHOOL DISTRICT 0656,Fiber optic/OC-x,1,200
2592251,953869,5763,XAVIER HIGH SCHOOL,Fiber optic/OC-x,1,200
2592252,941776,124968,GENESEE VALLEY/WAYNE-FINGER LAKES EDUCATIONAL TECHNOLOGY SERVICE,Cable,1,100
2592255,953871,15251,GOW SCHOOL,Fiber optic/OC-x,1,40
2592285,947210,72701,ST PAUL ELEMENTARY SCHOOL,Fiber optic/OC-x,1,30
2592312,942340,137990,LINDSBORG COMMUNITY LIBRARY,DSL,1,6
2592313,949631,137950,PARSONS UNIFIED SCH DIST 503,Fiber optic/OC-x,1,200
2592327,953865,140705,PITTSBURG INDEP SCHOOL DIST,Fiber optic/OC-x,3,1000
2592335,953905,132062,BODE PUBLIC LIBRARY,Cable,1,5
2592351,953906,138349,CRETE PUBLIC SCHOOL DISTRICT,Cable,1,50
2592373,942349,138046,LYONS PUBLIC LIBRARY,Cable,1,5
2592397,941437,109995,NOTRE DAME HIGH SCHOOL,Cable,16,100
2592400,953925,134489,KULM SCHOOL DISTRICT 7,Fiber optic/OC-x,1,17.04
2592403,953925,134489,KULM SCHOOL DISTRICT 7,Cellular Wireless,5,10
2592413,942356,147792,MACKSVILLE CITY LIBRARY,DSL,1,10
2592415,951082,128504,WAYNE COUNTY PUBLIC LIBRARY,DSL,3,15
2592442,953889,126674,ROANE COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,2,10
2592442,953889,126674,ROANE COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,2,20
2592442,953889,126674,ROANE COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,3,100
2592442,953889,126674,ROANE COUNTY SCHOOL DISTRICT,Fiber optic/OC-x,1,999
2592472,952206,1297,ST JOHN'S PREPARATORY SCHOOL,Fiber optic/OC-x,16,200
2592476,952206,1297,ST JOHN'S PREPARATORY SCHOOL,Fiber optic/OC-x,16,150
2592503,953953,136495,SPARTA PUBLIC LIBRARY,DSL,1,10
2592504,953971,232747,OLNEY PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592505,953974,136792,WEST FRANKFORT PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2592510,953999,140603,BLAND ISD,Fiber optic/OC-x,1,100
2592513,953982,136574,ROBINSON PUBLIC LIBRARY DISTRICT,T1/DS-1,1,1.5
2592514,953989,133598,GLENCOE-SILVER LAKE DIST 2859,Cellular Wireless,9,4
2592519,953982,136574,ROBINSON PUBLIC LIBRARY DISTRICT,DSL,1,1.5
2592521,942392,138066,STERLING PUBLIC LIBRARY,Cable,1,10
2592538,953927,132338,HARTLEY MELVIN SANBORN SCHOOL,T3/DS-3,1,45
2592553,953958,128638,YAZOO CITY MUNICIPAL SCH DIST,DSL,1,1.5
2592563,953951,136769,NORRIS CITY MEM PUB LIB DIST,Fiber optic/OC-x,1,10
2592567,942397,137917,WINFIELD PUBLIC LIBRARY,Cable,1,10
2592575,953955,136726,CARMI PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592576,953981,136762,C E BREHM MEMORIAL LIBRARY,Fiber optic/OC-x,1,20
2592577,953952,136819,ELDORADO MEMORIAL LIBRARY DIST,Fiber optic/OC-x,1,10
2592578,953973,136829,HARRISBURG PUBLIC LIBRARY DISTRICT,Fiber optic/OC-x,1,10
2592579,953957,136445,CHESTER PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2592580,953975,136472,NASHVILLE PUBLIC LIBRARY,Fiber optic/OC-x,1,10
2592581,953978,136484,PINCKNEYVILLE PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592582,953980,136735,DU QUOIN PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592587,953956,136491,RED BUD PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592590,953962,136565,NEWTON PUBLIC LIBRARY & MUSEUM,T1/DS-1,1,1.5
2592591,953977,136469,MASCOUTAH PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592601,953952,136819,ELDORADO MEMORIAL LIBRARY DIST,Cellular Wireless,3,10
2592603,953977,136469,MASCOUTAH PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592604,953953,136495,SPARTA PUBLIC LIBRARY,DSL,1,20
2592611,953981,136762,C E BREHM MEMORIAL LIBRARY,T1/DS-1,1,1.5
2592624,953938,136572,PALESTINE PUBLIC LIBRARY DIST,Cellular Wireless,2,10
2592628,952103,141969,SMYER INDEP SCHOOL DISTRICT,Non-Cellular Wireless (e.g.microwave),1,30
2592629,953971,232747,OLNEY PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592630,953973,136829,HARRISBURG PUBLIC LIBRARY DISTRICT,Fiber optic/OC-x,1,20
2592635,953908,139417,SPRING HILL PUBLIC SCHOOL DIST,Cable,1,100
2592648,953955,136726,CARMI PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592649,953952,136819,ELDORADO MEMORIAL LIBRARY DIST,Fiber optic/OC-x,1,10
2592652,953983,136716,ASHLEY PUBLIC LIBRARY,Cable,1,10
2592658,954044,128677,EAST JASPER CONSOL SCHOOL DIST,Fiber optic/OC-x,1,150
2592688,954044,128677,EAST JASPER CONSOL SCHOOL DIST,Fiber optic/OC-x,1,1
2592703,954045,129578,WESTERN RESERVE BOARD OF EDUCATION,Fiber optic/OC-x,1,1000
2592711,954014,16034426,IMANI LEARNING ACADEMY,Cellular Wireless,2,8
2592713,954044,128677,EAST JASPER CONSOL SCHOOL DIST,Cellular Wireless,43,4
2592722,954059,137638,MORRILL PUBLIC LIBRARY,Cable,1,3
2592726,950179,137458,CLEVER SCHOOL DISTRICT R 5,Fiber optic/OC-x,1,1000
2592727,954059,137638,MORRILL PUBLIC LIBRARY,Cable,2,10
2592732,954044,128677,EAST JASPER CONSOL SCHOOL DIST,Cellular Wireless,39,4
2592736,954014,16034426,IMANI LEARNING ACADEMY,Cable,3,15
2592737,954033,136560,MARSHALL SCHOOL DISTRICT C2,Fiber optic/OC-x,1,80
2592747,954004,125933,SLATINGTON LIBRARY,Cable,1,25
2592762,954063,125907,CATASAUQUA AREA SCHOOL DIST,Cellular Wireless,14,12
2592767,954084,128182,LINDEN CITY SCHOOL DISTRICT,Fiber optic/OC-x,5,1000
2592784,954015,16036061,MONTPELIER SCHOOLS,Fiber optic/OC-x,1,30
2592801,954082,136743,FLORA PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592802,954015,16036061,MONTPELIER SCHOOLS,Fiber optic/OC-x,1,5
2592816,954082,136743,FLORA PUBLIC LIBRARY,Fiber optic/OC-x,1,20
2592818,952162,132004,GARNER-HAYFIELD COMM SCH DIST,Fiber optic/OC-x,1,20
2592819,954015,16036061,MONTPELIER SCHOOLS,Fiber optic/OC-x,1,30
2592825,954091,137723,IOLA FREE PUBLIC LIBRARY,Cable,1,10
2592826,954015,16036061,MONTPELIER SCHOOLS,Non-Cellular Wireless (e.g.microwave),1,30
2592837,938215,120412,WILMINGTON SCHOOL DISTRICT,Cellular Wireless,45,2
2592839,952162,132004,GARNER-HAYFIELD COMM SCH DIST,Fiber optic/OC-x,1,35
2592842,938215,120412,WILMINGTON SCHOOL DISTRICT,Cable,4,5
2592852,938215,120412,WILMINGTON SCHOOL DISTRICT,Cable,1,150
2592853,938215,120412,WILMINGTON SCHOOL DISTRICT,Cable,1,150
2592871,953853,141952,MULESHOE INDEP SCHOOL DISTRICT,Cable,1,50
2592871,953853,141952,MULESHOE INDEP SCHOOL DISTRICT,T1/DS-1,2,1.5
2592874,953853,141952,MULESHOE INDEP SCHOOL DISTRICT,Cellular Wireless,15,8
2592885,940309,122438,WATERFORD SCHOOL DISTRICT,Cellular Wireless,1,2
2592902,954109,130644,METRO SCH DIST OF SHAKAMAK,Fiber optic/OC-x,1,30
2592917,940309,122438,WATERFORD SCHOOL DISTRICT,Cellular Wireless,42,2
2592933,954121,137932,CHERRYVALE PUBLIC LIBRARY,Cable,1,10
2592938,954092,145458,WHITMAN COUNTY LIBRARY,Fiber optic/OC-x,1,100
2592940,954097,140137,GROVE PUBLIC SCHOOLS,Fiber optic/OC-x,8,200
2592944,954149,77825,ST JOSEPH CATHOLIC SCHOOL,Cable,1,10
2592968,954092,145458,WHITMAN COUNTY LIBRARY,Fiber optic/OC-x,1,100
